조사연도,응답자ID,응답자키
2021,10231058,P21-006545
2021,10231059,P21-006084
2021,10241001,P21-003255
2021,10241002,P21-007659
2021,10241003,P21-000538
2021,10241004,P21-004839
2021,10241005,P21-008721
2021,10241006,P21-002721
2021,10241007,P21-000511
2021,10241008,P21-004014
2021,10241009,P21-001679
2021,10241010,P21-001593
2021,10241011,P21-000877
2021,10241012,P21-008952
2021,10241013,P21-009351
2021,10241014,P21-000078
2021,10241015,P21-005113
2021,10241016,P21-008561
2021,10241017,P21-004986
2021,10241018,P21-007642
2021,10241019,P21-006544
2021,10241020,P21-008158
2021,10241021,P21-002200
2021,10241022,P21-000061
2021,10241023,P21-000991
2021,10241024,P21-000808
2021,10241025,P21-002883
2021,10241026,P21-001369
2021,10241027,P21-005241
2021,10241028,P21-000830
2021,10241029,P21-008752
2021,10241030,P21-008989
2021,10241031,P21-001701
2021,10241032,P21-008536
2021,10241033,P21-002077
2021,10241034,P21-000313
2021,10241035,P21-001450
2021,10241036,P21-006004
2021,10241037,P21-006414
2021,10241038,P21-003309
2021,10241039,P21-003968
2021,10241040,P21-000338
2021,10241041,P21-006529
2021,10241042,P21-000087
2021,10241043,P21-007582
2021,10241044,P21-000834
2021,10241045,P21-000913
2021,10241046,P21-008723
2021,10241047,P21-005488
2021,10241048,P21-005148
2021,10241049,P21-003605
2021,10241050,P21-007779
2021,10241051,P21-001136
2021,10241052,P21-004847
2021,10241053,P21-008159
2021,10241054,P21-002130
2021,10241055,P21-002781
2021,10241056,P21-004293
2021,10241057,P21-007819
2021,10241058,P21-004893
2021,10251001,P21-007981
2021,10251002,P21-003243
2021,10251003,P21-007300
2021,10251004,P21-003920
2021,10251005,P21-005982
2021,10251006,P21-007210
2021,10251007,P21-000327
2021,10251008,P21-000420
2021,10251009,P21-000404
2021,10251010,P21-001982
2021,10251011,P21-000505
2021,10251012,P21-009110
2021,10251013,P21-001100
2021,10251014,P21-000693
2021,10251015,P21-000943
2021,10251016,P21-000134
2021,10251017,P21-002172
2021,10251018,P21-003136
2021,10251019,P21-007313
2021,10251020,P21-006614
2021,10251021,P21-008357
2021,10251022,P21-000966
2021,10251023,P21-006550
2021,10251024,P21-008478
2021,10251025,P21-007829
2021,10251026,P21-006845
2021,10251027,P21-004516
2021,10251028,P21-004103
2021,10251029,P21-003929
2021,10251030,P21-003057
2021,10251031,P21-008679
2021,10251032,P21-000425
2021,10251033,P21-000254
2021,10251034,P21-004783
2021,10251035,P21-000469
2021,10251036,P21-006704
2021,10251037,P21-002487
2021,10251038,P21-002596
2021,10251039,P21-005910
2021,10251040,P21-006894
2021,10251041,P21-006160
2021,10251042,P21-001652
2021,10251043,P21-008079
2021,10251044,P21-006100
2021,10251045,P21-000656
2021,10251046,P21-007393
2021,10251047,P21-001048
2021,10251048,P21-001176
2021,10251049,P21-001401
2021,10251050,P21-008434
2021,10251051,P21-000937
2021,10251052,P21-003118
2021,10251053,P21-007921
2021,10251054,P21-000190
2021,10251055,P21-001628
2021,10251056,P21-001565
2021,10251057,P21-001949
2021,10251058,P21-002543
2021,10251059,P21-002785
2021,10261001,P21-004582
2021,10261002,P21-001219
2021,10261003,P21-008783
2021,10261004,P21-007026
2021,10261005,P21-004034
2021,10261006,P21-004328
2021,10261007,P21-008017
2021,10261008,P21-005990
2021,10261009,P21-008136
2021,10261010,P21-002552
2021,10261011,P21-007412
2021,10261012,P21-008328
2021,10261013,P21-003418
2021,10261014,P21-007448
2021,10261015,P21-004989
2021,10261016,P21-006052
2021,10261017,P21-005886
2021,10261018,P21-008438
2021,10261019,P21-008519
2021,10261020,P21-001618
2021,10261021,P21-005657
2021,10261022,P21-001164
2021,10261023,P21-003473
2021,10261024,P21-002745
2021,10261025,P21-004748
2021,10261026,P21-008654
2021,10261027,P21-005103
2021,10261028,P21-001926
2021,10261029,P21-008655
2021,10261030,P21-008251
2021,10261031,P21-001175
2021,10261032,P21-007697
2021,10261033,P21-000114
2021,10261034,P21-000227
2021,10261035,P21-000193
2021,10261036,P21-000595
2021,10261037,P21-005778
2021,10261038,P21-003227
2021,10261039,P21-003831
2021,10261040,P21-002474
2021,10261041,P21-008706
2021,10261042,P21-006317
2021,10261043,P21-004171
2021,10261044,P21-005320
2021,10261045,P21-006839
2021,10261046,P21-000864
2021,10261047,P21-005628
2021,10261048,P21-006309
2021,10261049,P21-008384
2021,10261050,P21-008061
2021,10261051,P21-003443
2021,10261052,P21-005117
2021,10261053,P21-006154
2021,10261054,P21-008598
2021,10261055,P21-005478
2021,10261056,P21-000251
2021,10261057,P21-001339
2021,10261058,P21-006973
2021,10261059,P21-000025
2021,10261060,P21-005824
2021,10261061,P21-002710
2021,10261062,P21-004776
2021,10271001,P21-006548
2021,10271002,P21-008230
2021,10271003,P21-007768
2021,10271004,P21-000032
2021,10271005,P21-000053
2021,10271006,P21-003047
2021,10271007,P21-007818
2021,10271008,P21-003955
2021,10271009,P21-005054
2021,10271010,P21-006208
2021,10271011,P21-002420
2021,10271012,P21-006750
2021,10271013,P21-001683
2021,10271014,P21-000478
2021,10271015,P21-003368
2021,10271016,P21-004093
2021,10271017,P21-001009
2021,10271018,P21-008616
2021,10271019,P21-002706
2021,10271020,P21-004581
2021,10271021,P21-004864
2021,10271022,P21-005290
2021,10271023,P21-003111
2021,10271024,P21-001177
2021,10271025,P21-008623
2021,10271026,P21-002568
2021,10271027,P21-002380
2021,10271028,P21-006299
2021,10271029,P21-007085
2021,10271030,P21-009174
2021,10271031,P21-004277
2021,10271032,P21-008740
2021,10271033,P21-008401
2021,10271034,P21-003946
2021,10271035,P21-009156
2021,10271036,P21-003261
2021,10271037,P21-002058
2021,10271038,P21-006117
2021,10271039,P21-004461
2021,10271040,P21-005804
2021,10271041,P21-008193
2021,10271042,P21-007160
2021,10271043,P21-007242
2021,10271044,P21-003492
2021,10271045,P21-008879
2021,10271046,P21-005648
2021,10271047,P21-004235
2021,10271048,P21-003093
2021,10271049,P21-009338
2021,10271050,P21-003893
2021,10271051,P21-000504
2021,10271052,P21-001695
2021,10271053,P21-003866
2021,10271054,P21-000539
2021,10271055,P21-004060
2021,10271056,P21-005143
2021,10271057,P21-002913
2021,10271058,P21-002275
2021,10271059,P21-000763
2021,10281001,P21-001650
2021,10281002,P21-002206
2021,10281003,P21-001168
2021,10281004,P21-007918
2021,10281005,P21-008455
2021,10281006,P21-003456
2021,10281007,P21-002794
2021,10281008,P21-001517
2021,10281009,P21-006179
2021,10281010,P21-001318
2021,10281011,P21-006262
2021,10281012,P21-006563
2021,10281013,P21-009131
2021,10281014,P21-003424
2021,10281015,P21-000497
2021,10281016,P21-000779
2021,10281017,P21-001206
2021,10281018,P21-003749
2021,10281019,P21-000760
2021,10281020,P21-000384
2021,10281021,P21-004948
2021,10281022,P21-004466
2021,10281023,P21-004848
2021,10281024,P21-005149
2021,10281025,P21-001873
2021,10281026,P21-006564
2021,10281027,P21-008804
2021,10281028,P21-001708
2021,10281029,P21-002661
2021,10281030,P21-007828
2021,10281031,P21-005042
2021,10281032,P21-009170
2021,10281033,P21-000292
2021,10281034,P21-009374
2021,10281035,P21-007203
2021,10281036,P21-006844
2021,10281037,P21-006353
2021,10281038,P21-006935
2021,10281039,P21-005918
2021,10281040,P21-004213
2021,10281041,P21-002647
2021,10281042,P21-005743
2021,10281043,P21-007014
2021,10281044,P21-002335
2021,10281045,P21-003716
2021,10281046,P21-005288
2021,10281047,P21-002505
2021,10281048,P21-008794
2021,10281049,P21-002224
2021,10281050,P21-005958
2021,10281051,P21-001539
2021,10281052,P21-000100
2021,10281053,P21-006880
2021,10281054,P21-005284
2021,10281055,P21-000648
2021,10281056,P21-007061
2021,10291001,P21-007441
2021,10291002,P21-004219
2021,10291003,P21-007907
2021,10291004,P21-006778
2021,10291005,P21-003292
2021,10291006,P21-006255
2021,10291007,P21-000768
2021,10291008,P21-000527
2021,10291009,P21-008291
2021,10291010,P21-008762
2021,10291011,P21-005930
2021,10291012,P21-001311
2021,10291013,P21-000450
2021,10291014,P21-007596
2021,10291015,P21-008218
2021,10291016,P21-001085
2021,10291017,P21-005036
2021,10291018,P21-006420
2021,10291019,P21-002114
2021,10291020,P21-004910
2021,10291021,P21-000196
2021,10291022,P21-006165
2021,10291023,P21-003898
2021,10291024,P21-005617
2021,10291025,P21-000942
2021,10291026,P21-003259
2021,10291027,P21-008160
2021,10291028,P21-000640
2021,10291029,P21-004030
2021,10291030,P21-000643
2021,10291031,P21-001942
2021,10291032,P21-007473
2021,10291033,P21-005765
2021,10291034,P21-007619
2021,10291035,P21-008531
2021,10291036,P21-003415
2021,10291037,P21-004730
2021,10291038,P21-009151
2021,10291039,P21-001419
2021,10291040,P21-004210
2021,10291041,P21-004288
2021,10291042,P21-002233
2021,10291043,P21-005544
2021,10291044,P21-006809
2021,10291045,P21-008175
2021,10291046,P21-008935
2021,10291047,P21-007887
2021,10291048,P21-007232
2021,10291049,P21-006766
2021,10291050,P21-001945
2021,10291051,P21-003131
2021,10291052,P21-001855
2021,10291053,P21-006105
2021,10301001,P21-004731
2021,10301002,P21-008024
2021,10301003,P21-002607
2021,10301004,P21-003758
2021,10301005,P21-003754
2021,10301006,P21-005761
2021,10301007,P21-000370
2021,10301008,P21-000563
2021,10301009,P21-001863
2021,10301010,P21-009158
2021,10301011,P21-007370
2021,10301012,P21-003301
2021,10301013,P21-004794
2021,10301014,P21-004027
2021,10301015,P21-000667
2021,10301016,P21-000604
2021,10301017,P21-009033
2021,10301018,P21-005591
2021,10301019,P21-002252
2021,10301020,P21-002472
2021,10301021,P21-003297
2021,10301022,P21-002285
2021,10301023,P21-007836
2021,10311001,P21-005467
2021,10311002,P21-000835
2021,10311003,P21-002401
2021,10311004,P21-005997
2021,10311005,P21-000212
2021,10311006,P21-001808
2021,10311007,P21-006679
2021,10311008,P21-006135
2021,10311009,P21-009087
2021,10311010,P21-004814
2021,10311011,P21-007469
2021,10311012,P21-007961
2021,10311013,P21-009354
2021,10311014,P21-003746
2021,10311015,P21-005269
2021,10311016,P21-005830
2021,10311017,P21-000836
2021,10311018,P21-007438
2021,10311019,P21-004657
2021,10311020,P21-003039
2021,10311021,P21-004317
2021,10311022,P21-002629
2021,10311023,P21-002515
2021,10311024,P21-008500
2021,10311025,P21-003672
2021,10311026,P21-006568
2021,10311027,P21-003380
2021,10311028,P21-007110
2021,10311029,P21-004350
2021,10311030,P21-008681
2021,10311031,P21-008462
2021,10311032,P21-004567
2021,10311033,P21-007099
2021,10311034,P21-007002
2021,10311035,P21-000125
2021,10311036,P21-000569
2021,10311037,P21-003325
2021,10311038,P21-003242
2021,10311039,P21-002073
2021,10311040,P21-008091
2021,10311041,P21-008305
2021,10311042,P21-009291
2021,10311043,P21-009137
2021,10311044,P21-003657
2021,10311045,P21-004788
2021,10311046,P21-003407
2021,10311047,P21-000172
2021,10311048,P21-008943
2021,10311049,P21-003278
2021,10311050,P21-008614
2021,10311051,P21-007233
2021,10311052,P21-008234
2021,10311053,P21-009355
2021,10311054,P21-004993
2021,10311055,P21-005169
2021,10321001,P21-001420
2021,10321002,P21-000091
2021,10321003,P21-000578
2021,10321004,P21-004090
2021,10321005,P21-000162
2021,10321006,P21-004715
2021,10321007,P21-009210
2021,10321008,P21-001292
2021,10321009,P21-005623
2021,10321010,P21-006678
2021,10321011,P21-005162
2021,10321012,P21-003364
2021,10321013,P21-002141
2021,10321014,P21-008466
2021,10321015,P21-006817
2021,10321016,P21-004945
2021,10321017,P21-008543
2021,10321018,P21-008161
2021,10321019,P21-002732
2021,10321020,P21-002340
2021,10321021,P21-006810
2021,10321022,P21-004917
2021,10321023,P21-009270
2021,10321024,P21-004610
2021,10321025,P21-000670
2021,10321026,P21-006324
2021,10321027,P21-004702
2021,10321028,P21-006898
2021,10321029,P21-002494
2021,10321030,P21-000649
2021,10321031,P21-001210
2021,10321032,P21-003818
2021,10321033,P21-008059
2021,10321034,P21-006415
2021,10321035,P21-003084
2021,10321036,P21-002753
2021,10321037,P21-005834
2021,10321038,P21-004433
2021,10321039,P21-000124
2021,10321040,P21-002937
2021,10321041,P21-008472
2021,10321042,P21-007830
2021,10321043,P21-002929
2021,10321044,P21-003611
2021,10321045,P21-008606
2021,10321046,P21-007798
2021,10321047,P21-004718
2021,10321048,P21-001397
2021,10321049,P21-005023
2021,10321050,P21-006764
2021,10321051,P21-006315
2021,10321052,P21-007418
2021,10321053,P21-006657
2021,10321054,P21-000012
2021,10321055,P21-004873
2021,10321056,P21-007048
2021,10321057,P21-003574
2021,10321058,P21-006335
2021,10321059,P21-006058
2021,10321060,P21-000524
2021,10331001,P21-000729
2021,10331002,P21-002814
2021,10331003,P21-005178
2021,10331004,P21-006889
2021,10331005,P21-005726
2021,10331006,P21-003694
2021,10331007,P21-003870
2021,10331008,P21-004463
2021,10331009,P21-008549
2021,10331010,P21-001771
2021,10331011,P21-009368
2021,10331012,P21-005641
2021,10331013,P21-003487
2021,10331014,P21-008390
2021,10331015,P21-006516
2021,10331016,P21-008242
2021,10331017,P21-003717
2021,10331018,P21-007383
2021,10331019,P21-004036
2021,10331020,P21-005917
2021,10331021,P21-004677
2021,10331022,P21-002584
2021,10331023,P21-007076
2021,10331024,P21-006916
2021,10331025,P21-006508
2021,10331026,P21-006754
2021,10331027,P21-005551
2021,10331028,P21-005654
2021,10331029,P21-000389
2021,10331030,P21-004749
2021,10331031,P21-008771
2021,10331032,P21-000896
2021,10331033,P21-009078
2021,10331034,P21-008380
2021,10331035,P21-003101
2021,10331036,P21-002959
2021,10331037,P21-004781
2021,10331038,P21-003359
2021,10331039,P21-005431
2021,10331040,P21-000629
2021,10331041,P21-002558
2021,10331042,P21-004180
2021,10331043,P21-009369
2021,10331044,P21-000814
2021,10331045,P21-005985
2021,10331046,P21-004071
2021,10331047,P21-009304
2021,10331048,P21-007544
2021,10331049,P21-000048
2021,10331050,P21-004394
2021,10331051,P21-008201
2021,10331052,P21-007025
2021,10331053,P21-006453
2021,10331054,P21-005334
2021,10331055,P21-004250
2021,10331056,P21-007576
2021,10331057,P21-003864
2021,10341001,P21-000357
2021,10341002,P21-002286
2021,10341003,P21-005983
2021,10341004,P21-007853
2021,10341005,P21-007041
2021,10341006,P21-007689
2021,10341007,P21-006091
2021,10341008,P21-007036
2021,10341009,P21-009268
2021,10341010,P21-006604
2021,10341011,P21-003109
2021,10341012,P21-003100
2021,10341013,P21-004978
2021,10341014,P21-008410
2021,10341015,P21-006431
2021,10341016,P21-008846
2021,10341017,P21-000653
2021,10341018,P21-006977
2021,10341019,P21-001307
2021,10341020,P21-002818
2021,10341021,P21-004361
2021,10341022,P21-000743
2021,10341023,P21-005235
2021,10341024,P21-003266
2021,10341025,P21-001160
2021,10341026,P21-003486
2021,10341027,P21-005260
2021,10341028,P21-001247
2021,10341029,P21-005322
2021,10341030,P21-004453
2021,10341031,P21-009024
2021,10341032,P21-007738
2021,10341033,P21-008877
2021,10341034,P21-007505
2021,10341035,P21-005186
2021,10341036,P21-006543
2021,10341037,P21-009125
2021,10341038,P21-009140
2021,10341039,P21-003311
2021,10341040,P21-000612
2021,10341041,P21-002396
2021,10341042,P21-006103
2021,10341043,P21-008731
2021,10341044,P21-003016
2021,10341045,P21-002639
2021,10341046,P21-008674
2021,10341047,P21-006683
2021,10341048,P21-007923
2021,10341049,P21-001976
2021,10341050,P21-003849
2021,10341051,P21-002612
2021,10341052,P21-004312
2021,10341053,P21-006634
2021,10341054,P21-007345
2021,10351001,P21-004977
2021,10351002,P21-009089
2021,10351003,P21-007278
2021,10351004,P21-006651
2021,10351005,P21-003881
2021,10351006,P21-004032
2021,10351007,P21-002101
2021,10351008,P21-003156
2021,10351009,P21-003780
2021,10351010,P21-008856
2021,10351011,P21-004052
2021,10351012,P21-001011
2021,10351013,P21-004378
2021,10351014,P21-000630
2021,10351015,P21-002222
2021,10351016,P21-008995
2021,10351017,P21-000076
2021,10351018,P21-002143
2021,10351019,P21-007987
2021,10351020,P21-001860
2021,10351021,P21-001385
2021,10351022,P21-007982
2021,10351023,P21-004374
2021,10351024,P21-001936
2021,10351025,P21-006176
2021,10351026,P21-004528
2021,10351027,P21-006085
2021,10351028,P21-001015
2021,10351029,P21-000344
2021,10351030,P21-004515
2021,10351031,P21-000540
2021,10351032,P21-001958
2021,10351033,P21-006306
2021,10351034,P21-000764
2021,10351035,P21-002523
2021,10351036,P21-000290
2021,10351037,P21-001462
2021,10351038,P21-004225
2021,10351039,P21-003792
2021,10351040,P21-007884
2021,10351041,P21-003664
2021,10351042,P21-000126
2021,10351043,P21-000724
2021,10351044,P21-001922
2021,10351045,P21-004937
2021,10351046,P21-006684
2021,10351047,P21-007216
2021,10351048,P21-002750
2021,10351049,P21-002417
2021,10351050,P21-006082
2021,10351051,P21-009155
2021,10351052,P21-003221
2021,10351053,P21-000021
2021,10351054,P21-009265
2021,10351055,P21-004087
2021,10351056,P21-007362
2021,10351057,P21-002153
2021,10351058,P21-006346
2021,10351059,P21-006254
2021,10351060,P21-007170
2021,10351061,P21-007727
2021,10361001,P21-001367
2021,10361002,P21-005108
2021,10361003,P21-001600
2021,10361004,P21-001166
2021,10361005,P21-006336
2021,10361006,P21-002907
2021,10361007,P21-004737
2021,10361008,P21-006172
2021,10361009,P21-000609
2021,10361010,P21-000174
2021,10361011,P21-003390
2021,10361012,P21-001278
2021,10361013,P21-006427
2021,10361014,P21-008140
2021,10361015,P21-009021
2021,10361016,P21-000405
2021,10361017,P21-003147
2021,10361018,P21-000607
2021,10361019,P21-000677
2021,10361020,P21-003043
2021,10361021,P21-008862
2021,10361022,P21-003339
2021,10361023,P21-004385
2021,10361024,P21-001245
2021,10361025,P21-005483
2021,10361026,P21-007597
2021,10361027,P21-003632
2021,10361028,P21-008002
2021,10361029,P21-001309
2021,10361030,P21-003834
2021,10361031,P21-001737
2021,10361032,P21-000781
2021,10361033,P21-002833
2021,10361034,P21-007869
2021,10361035,P21-003085
2021,10361036,P21-007952
2021,10361037,P21-001572
2021,10361038,P21-002386
2021,10361039,P21-001378
2021,10361040,P21-006147
2021,10361041,P21-004857
2021,10361042,P21-004613
2021,10361043,P21-000274
2021,10361044,P21-007197
2021,10361045,P21-008608
2021,10361046,P21-000011
2021,10361047,P21-004101
2021,10361048,P21-004207
2021,10361049,P21-005015
2021,10361050,P21-002084
2021,10361051,P21-008795
2021,10361052,P21-003987
2021,10361053,P21-000625
2021,10361054,P21-009248
2021,10361055,P21-006527
2021,10361056,P21-008008
2021,10361057,P21-006381
2021,10361058,P21-005429
2021,10361059,P21-000006
2021,10361060,P21-001120
2021,10361061,P21-002187
2021,10361062,P21-007657
2021,10361063,P21-008785
2021,10371001,P21-003763
2021,10371002,P21-007803
2021,10371003,P21-008895
2021,10371004,P21-009191
2021,10371005,P21-007561
2021,10371006,P21-000934
2021,10371007,P21-004919
2021,10371008,P21-003813
